0,-0.018427
3600,-0.02151
7200,-0.019912
10800,-0.016452
14400,-0.012992
18000,-0.009531
21600,-0.006071
25200,-0.002611
28800,0.048289
32400,0.115483
36000,0.177661
39600,0.223327
43200,0.251695
46800,0.256833
50400,0.24062
54000,0.205526
57600,0.151538
59474.88,0.120647
61341.84,0.11194
64800,0.037626
68400,-0.003011
72000,-0.006094
75600,-0.009177
79200,-0.01226
82800,-0.015344
86400,-0.018427
