0,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6
600,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6,2.1648e6
800,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6,1.1648e6
