0.075336	0.081889	0.093893	0.1119	0.13211	0.15256	0.17361	0.19359	0.21181	0.23103	0.25181	0.26811	0.27706	0.28124	0.2829	0.28138	0.27727	0.27107	0.26322	0.25383	0.24295	0.23056	0.21665	0.20134	0.1842	0.16524	0.14482	0.12307	0.10095	0.078165	0.054277	0.029183	0.0023766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.076194	0.082478	0.093861	0.1113	0.13226	0.15349	0.17539	0.197	0.21742	0.23665	0.25953	0.28077	0.29644	0.30468	0.30962	0.31222	0.31179	0.30909	0.30459	0.29863	0.29131	0.28264	0.27265	0.26134	0.24869	0.23484	0.21977	0.20298	0.18468	0.1651	0.14424	0.1227	0.10056	0.077587	0.053919	0.02931	0.0035111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.07701	0.083143	0.093908	0.11057	0.13199	0.15411	0.17649	0.19969	0.22204	0.24307	0.26529	0.29057	0.31216	0.327	0.33572	0.34176	0.34562	0.34659	0.34557	0.34304	0.33922	0.33418	0.32796	0.32051	0.31195	0.30226	0.29141	0.27952	0.26654	0.25253	0.23715	0.22054	0.20279	0.18381	0.1638	0.1431	0.1218	0.099797	0.077028	0.053493	0.029157	0.0040771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.077768	0.083875	0.094034	0.10982	0.13123	0.15426	0.1775	0.20182	0.22573	0.249	0.27132	0.29771	0.32431	0.34605	0.36071	0.37054	0.37794	0.38333	0.38604	0.38698	0.38663	0.38513	0.38259	0.37898	0.37431	0.3686	0.36194	0.35431	0.34573	0.33626	0.32583	0.3145	0.30234	0.28922	0.27501	0.25981	0.24368	0.22659	0.20856	0.18966	0.17009	0.14998	0.12923	0.10782	0.08574	0.062974	0.039473	0.015313	0	0	0	0	0	0	0	0	0
0.078472	0.084652	0.09424	0.10921	0.13022	0.15421	0.17838	0.20304	0.22864	0.25373	0.27813	0.30317	0.33334	0.36084	0.3825	0.3979	0.40943	0.41845	0.42565	0.43035	0.43348	0.43553	0.43651	0.43658	0.4357	0.43393	0.43128	0.42779	0.42341	0.41824	0.41227	0.40555	0.39805	0.38978	0.38077	0.37114	0.36076	0.34958	0.33757	0.32476	0.31118	0.29682	0.2817	0.26582	0.24923	0.23198	0.21414	0.19577	0.17684	0.15734	0.13731	0.11669	0.095467	0.073755	0.051501	0.028707	0.0053536
0.079134	0.085447	0.094519	0.10882	0.12899	0.15355	0.17871	0.20404	0.23089	0.25747	0.28397	0.3099	0.33914	0.37206	0.40024	0.42191	0.43874	0.45262	0.46343	0.47264	0.47963	0.48515	0.48972	0.49336	0.49614	0.49812	0.49932	0.49977	0.49948	0.49844	0.49666	0.4942	0.49114	0.48745	0.48311	0.47815	0.47257	0.46638	0.45969	0.45236	0.44447	0.43601	0.42692	0.41719	0.40684	0.39588	0.38432	0.37213	0.35934	0.34598	0.33204	0.31757	0.30257	0.28714	0.27123	0.25484	0.23806
0.079748	0.086244	0.094918	0.10853	0.12766	0.15226	0.17863	0.20504	0.23213	0.26049	0.28853	0.31662	0.34487	0.37899	0.41389	0.44264	0.46469	0.48352	0.49992	0.51298	0.52434	0.53395	0.54189	0.54901	0.55544	0.56099	0.56582	0.57002	0.57356	0.57644	0.5787	0.58034	0.58135	0.58176	0.58167	0.5811	0.58	0.57836	0.57621	0.57358	0.57044	0.56682	0.56273	0.55811	0.55311	0.54766	0.54175	0.53538	0.52853	0.52119	0.51337	0.50508	0.49631	0.48707	0.47736	0.4672	0.45661
0.080317	0.087028	0.095436	0.10834	0.12645	0.15063	0.17798	0.2055	0.2332	0.26252	0.29226	0.32198	0.35201	0.38341	0.42247	0.45882	0.48765	0.51118	0.53229	0.55078	0.56684	0.58061	0.59301	0.60352	0.61322	0.62229	0.63068	0.63828	0.64533	0.65183	0.65768	0.66301	0.66777	0.67203	0.67577	0.67893	0.68161	0.6838	0.68566	0.68703	0.68793	0.68831	0.68833	0.68794	0.68707	0.68571	0.68397	0.68182	0.67927	0.67624	0.67287	0.66902	0.66481	0.66018	0.65506	0.64955	0.64355
0.080821	0.087769	0.09605	0.10827	0.12555	0.14871	0.17647	0.20544	0.23418	0.26381	0.29496	0.32637	0.35797	0.39031	0.42565	0.46957	0.50693	0.53622	0.56147	0.58483	0.60554	0.62453	0.641	0.65602	0.66948	0.68168	0.69323	0.70412	0.71435	0.72392	0.73295	0.74139	0.74935	0.75663	0.76339	0.76967	0.77535	0.78044	0.78498	0.78893	0.79238	0.79531	0.79762	0.79928	0.80026	0.80047	0.79985	0.79829	0.79538	0.79	0.80662	0.85085	0.85039	0.86556	0.89792	0.91	0.91522
0.081273	0.088458	0.096735	0.1083	0.12483	0.14669	0.17434	0.2045	0.23468	0.26493	0.29665	0.32968	0.36292	0.39671	0.43166	0.47154	0.5196	0.55847	0.58837	0.61549	0.64067	0.66393	0.68508	0.7046	0.7222	0.73843	0.75296	0.76663	0.77961	0.7918	0.80326	0.81391	0.82386	0.83313	0.84162	0.84919	0.85578	0.8613	0.86562	0.8682	0.86779	0.92875	0.99807	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.081681	0.089088	0.097451	0.10847	0.12423	0.14493	0.17178	0.20257	0.23456	0.26572	0.29814	0.3316	0.36681	0.40203	0.43819	0.47612	0.52073	0.57274	0.61256	0.64413	0.67306	0.69995	0.72527	0.74842	0.77017	0.79002	0.80818	0.82447	0.83937	0.8532	0.86593	0.87732	0.88713	0.89516	0.9007	0.93714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.082037	0.089651	0.098194	0.10882	0.12379	0.14358	0.16894	0.19981	0.23294	0.26642	0.29899	0.33369	0.36882	0.40642	0.44383	0.48249	0.52353	0.57323	0.62893	0.66968	0.70309	0.73362	0.76198	0.78858	0.81316	0.83592	0.85682	0.87509	0.89085	0.90398	0.91413	0.91898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.082343	0.09016	0.09894	0.10931	0.12352	0.14243	0.16627	0.1964	0.2303	0.26557	0.29993	0.3347	0.37139	0.40839	0.44844	0.48831	0.52955	0.5738	0.62848	0.6875	0.72941	0.76447	0.79627	0.82535	0.8522	0.87653	0.89783	0.91525	0.92574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.082587	0.090616	0.099636	0.10991	0.12338	0.14144	0.1642	0.19262	0.22662	0.26288	0.30034	0.33556	0.37284	0.41139	0.45031	0.49287	0.53548	0.57939	0.6267	0.68615	0.74877	0.79108	0.82705	0.85889	0.88689	0.9109	0.92799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.082783	0.091016	0.10026	0.11057	0.12347	0.14067	0.16241	0.18903	0.22206	0.25919	0.29772	0.3369	0.3735	0.41325	0.45369	0.49462	0.53967	0.58521	0.63188	0.68207	0.74485	0.81113	0.85305	0.88768	0.91572	0.93267	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.082932	0.091352	0.10082	0.11128	0.12377	0.14012	0.16087	0.18626	0.21712	0.25406	0.29378	0.33484	0.3755	0.41387	0.45587	0.49835	0.54132	0.5886	0.63725	0.68686	0.73982	0.80684	0.8731	0.91036	0.93055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.083032	0.091621	0.10132	0.11202	0.12425	0.13977	0.15957	0.18381	0.21278	0.24801	0.28837	0.33045	0.37407	0.4163	0.45663	0.50066	0.54538	0.59053	0.63972	0.69149	0.74388	0.80032	0.86882	0.95174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.083078	0.091836	0.10175	0.11269	0.12483	0.13968	0.15857	0.18167	0.20933	0.24191	0.28125	0.3246	0.36923	0.41526	0.45941	0.50179	0.54762	0.5947	0.6421	0.69315	0.74766	0.8026	0.85996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.083071	0.091997	0.10211	0.11329	0.12551	0.13988	0.15784	0.17986	0.20622	0.23721	0.27348	0.31654	0.36266	0.41	0.45832	0.50484	0.54938	0.59669	0.64613	0.6958	0.74875	0.80567	0.86135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.083018	0.092102	0.10241	0.11382	0.12625	0.1403	0.15739	0.17841	0.2035	0.23303	0.26721	0.3071	0.35365	0.40247	0.45263	0.50327	0.55242	0.59953	0.64808	0.69968	0.75142	0.80644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0.082917	0.092142	0.10264	0.11426	0.12695	0.14085	0.15729	0.17733	0.20122	0.22928	0.26186	0.29907	0.34234	0.39217	0.44382	0.49698	0.55005	0.60177	0.65176	0.70174	0.75527	0.80876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
